id,shipmentId,timestamp,temperatureC,humidityPct,sensorOk,locationId,excursion
tmp-00001,SHP-001,2026-06-13T12:00:00.000Z,6.2,31,true,loc-mfg-de,false
tmp-00002,SHP-001,2026-06-13T15:00:00.000Z,4.5,40,true,loc-mfg-de,false
tmp-00003,SHP-001,2026-06-13T18:00:00.000Z,5.6,54,true,loc-mfg-de,false
tmp-00004,SHP-001,2026-06-13T21:00:00.000Z,5.9,42,true,loc-mfg-de,false
tmp-00005,SHP-001,2026-06-14T00:00:00.000Z,5.4,47,true,loc-mfg-de,false
tmp-00006,SHP-001,2026-06-14T03:00:00.000Z,5.2,44,true,loc-mfg-de,false
tmp-00007,SHP-001,2026-06-14T06:00:00.000Z,3.4,39,true,loc-mfg-de,false
tmp-00008,SHP-001,2026-06-14T09:00:00.000Z,3,42,true,loc-mfg-de,false
tmp-00009,SHP-001,2026-06-14T12:00:00.000Z,2.8,48,true,loc-whse-de,false
tmp-00010,SHP-001,2026-06-14T15:00:00.000Z,4.1,43,true,loc-whse-de,false
tmp-00011,SHP-001,2026-06-14T18:00:00.000Z,3.7,44,true,loc-whse-de,false
tmp-00012,SHP-001,2026-06-14T21:00:00.000Z,5.3,50,true,loc-whse-de,false
tmp-00013,SHP-001,2026-06-15T00:00:00.000Z,3.8,42,true,loc-whse-de,false
tmp-00014,SHP-001,2026-06-15T03:00:00.000Z,5.1,49,true,loc-whse-de,false
tmp-00015,SHP-001,2026-06-15T06:00:00.000Z,4.1,54,true,loc-whse-de,false
tmp-00016,SHP-001,2026-06-15T09:00:00.000Z,5.4,40,true,loc-whse-de,false
tmp-00017,SHP-001,2026-06-15T12:00:00.000Z,5.2,50,true,loc-port-hamburg,false
tmp-00018,SHP-001,2026-06-15T15:00:00.000Z,3.1,37,true,loc-port-hamburg,false
tmp-00019,SHP-001,2026-06-15T18:00:00.000Z,4.1,43,true,loc-port-hamburg,false
tmp-00020,SHP-001,2026-06-15T21:00:00.000Z,3.9,51,true,loc-port-hamburg,false
tmp-00021,SHP-001,2026-06-16T00:00:00.000Z,3.7,42,true,loc-port-hamburg,false
tmp-00022,SHP-001,2026-06-16T03:00:00.000Z,5.9,47,true,loc-port-hamburg,false
tmp-00023,SHP-001,2026-06-16T06:00:00.000Z,5.3,36,true,loc-port-hamburg,false
tmp-00024,SHP-001,2026-06-16T09:00:00.000Z,4.1,32,true,loc-port-hamburg,false
tmp-00025,SHP-001,2026-06-16T12:00:00.000Z,4.8,49,true,loc-port-hamburg,false
tmp-00026,SHP-001,2026-06-16T15:00:00.000Z,6.2,50,true,loc-port-hamburg,false
tmp-00027,SHP-001,2026-06-16T18:00:00.000Z,5.2,45,true,loc-port-hamburg,false
tmp-00028,SHP-001,2026-06-16T21:00:00.000Z,5,46,true,loc-port-hamburg,false
tmp-00029,SHP-001,2026-06-17T00:00:00.000Z,3.9,34,true,loc-port-hamburg,false
tmp-00030,SHP-001,2026-06-17T03:00:00.000Z,4.6,37,true,loc-port-hamburg,false
tmp-00031,SHP-001,2026-06-17T06:00:00.000Z,4.4,44,true,loc-port-hamburg,false
tmp-00032,SHP-001,2026-06-17T09:00:00.000Z,4.2,41,true,loc-port-hamburg,false
tmp-00033,SHP-001,2026-06-17T12:00:00.000Z,5,44,true,loc-port-hamburg,false
tmp-00034,SHP-001,2026-06-17T15:00:00.000Z,4.1,38,true,loc-port-hamburg,false
tmp-00035,SHP-001,2026-06-17T18:00:00.000Z,6.2,55,true,loc-port-hamburg,false
tmp-00036,SHP-001,2026-06-17T21:00:00.000Z,5,48,true,loc-port-hamburg,false
tmp-00037,SHP-001,2026-06-18T00:00:00.000Z,4.8,42,true,loc-port-hamburg,false
tmp-00038,SHP-001,2026-06-18T03:00:00.000Z,5.2,53,true,loc-port-hamburg,false
tmp-00039,SHP-001,2026-06-18T06:00:00.000Z,5.5,42,true,loc-port-hamburg,false
tmp-00040,SHP-001,2026-06-18T09:00:00.000Z,4,55,true,loc-port-hamburg,false
tmp-00041,SHP-001,2026-06-18T12:00:00.000Z,5.4,44,false,loc-port-hamburg,false
tmp-00042,SHP-001,2026-06-18T15:00:00.000Z,4.9,41,true,loc-port-hamburg,false
tmp-00043,SHP-001,2026-06-18T18:00:00.000Z,5.4,40,true,loc-port-hamburg,false
tmp-00044,SHP-001,2026-06-18T21:00:00.000Z,5.2,46,true,loc-port-hamburg,false
tmp-00045,SHP-001,2026-06-19T00:00:00.000Z,5.3,43,true,loc-port-hamburg,false
tmp-00046,SHP-001,2026-06-19T03:00:00.000Z,4.6,42,true,loc-port-hamburg,false
tmp-00047,SHP-001,2026-06-19T06:00:00.000Z,5,42,true,loc-port-hamburg,false
tmp-00048,SHP-001,2026-06-19T09:00:00.000Z,4.6,49,true,loc-port-hamburg,false
tmp-00049,SHP-001,2026-06-19T12:00:00.000Z,4.9,40,true,loc-port-hamburg,false
tmp-00050,SHP-001,2026-06-19T15:00:00.000Z,4.8,41,true,loc-port-hamburg,false
tmp-00051,SHP-001,2026-06-19T18:00:00.000Z,6.2,41,true,loc-port-hamburg,false
tmp-00052,SHP-001,2026-06-19T21:00:00.000Z,5.5,36,true,loc-port-hamburg,false
tmp-00053,SHP-001,2026-06-20T00:00:00.000Z,4.4,40,true,loc-port-hamburg,false
tmp-00054,SHP-001,2026-06-20T03:00:00.000Z,3.8,49,true,loc-port-hamburg,false
tmp-00055,SHP-001,2026-06-20T06:00:00.000Z,5,38,true,loc-port-hamburg,false
tmp-00056,SHP-001,2026-06-20T09:00:00.000Z,5.7,33,true,loc-port-hamburg,false
tmp-00057,SHP-001,2026-06-20T12:00:00.000Z,4.7,45,true,loc-port-hamburg,false
tmp-00058,SHP-001,2026-06-20T15:00:00.000Z,5.3,35,true,loc-port-hamburg,false
tmp-00059,SHP-001,2026-06-20T18:00:00.000Z,5.1,42,false,loc-port-hamburg,false
tmp-00060,SHP-001,2026-06-20T21:00:00.000Z,6.3,50,true,loc-port-hamburg,false
tmp-00061,SHP-001,2026-06-21T00:00:00.000Z,3.2,49,true,loc-port-hamburg,false
tmp-00062,SHP-001,2026-06-21T03:00:00.000Z,4,46,true,loc-port-hamburg,false
tmp-00063,SHP-001,2026-06-21T06:00:00.000Z,5.5,41,true,loc-port-hamburg,false
tmp-00064,SHP-001,2026-06-21T09:00:00.000Z,5.7,52,true,loc-port-hamburg,false
tmp-00065,SHP-001,2026-06-21T12:00:00.000Z,4.9,41,true,loc-port-hamburg,false
tmp-00066,SHP-001,2026-06-21T15:00:00.000Z,5.2,58,true,loc-port-hamburg,false
tmp-00067,SHP-001,2026-06-21T18:00:00.000Z,4.1,46,true,loc-port-hamburg,false
tmp-00068,SHP-001,2026-06-21T21:00:00.000Z,5.3,44,true,loc-port-hamburg,false
tmp-00069,SHP-001,2026-06-22T00:00:00.000Z,5.1,36,true,loc-port-newark,false
tmp-00070,SHP-001,2026-06-22T03:00:00.000Z,4,47,true,loc-port-newark,false
tmp-00071,SHP-001,2026-06-22T06:00:00.000Z,3.6,41,true,loc-port-newark,false
tmp-00072,SHP-001,2026-06-22T09:00:00.000Z,5.7,41,true,loc-port-newark,false
tmp-00073,SHP-001,2026-06-22T12:00:00.000Z,9.6,37,true,loc-customs-newark,true
tmp-00074,SHP-001,2026-06-22T15:00:00.000Z,9.6,44,true,loc-customs-newark,true
tmp-00075,SHP-001,2026-06-22T18:00:00.000Z,9.7,42,true,loc-customs-newark,true
tmp-00076,SHP-001,2026-06-22T21:00:00.000Z,9.4,43,true,loc-customs-newark,true
tmp-00077,SHP-001,2026-06-23T00:00:00.000Z,10,49,true,loc-customs-newark,true
tmp-00078,SHP-001,2026-06-23T03:00:00.000Z,9.4,38,true,loc-customs-newark,true
tmp-00079,SHP-001,2026-06-23T06:00:00.000Z,9.7,53,true,loc-customs-newark,true
tmp-00080,SHP-001,2026-06-23T09:00:00.000Z,4.2,44,true,loc-customs-newark,false
tmp-00081,SHP-001,2026-06-23T12:00:00.000Z,5.7,53,true,loc-customs-newark,false
tmp-00082,SHP-001,2026-06-23T15:00:00.000Z,4.3,41,true,loc-customs-newark,false
tmp-00083,SHP-001,2026-06-23T18:00:00.000Z,5,49,true,loc-3pl-nj,false
tmp-00084,SHP-001,2026-06-23T21:00:00.000Z,5.6,36,true,loc-3pl-nj,false
tmp-00085,SHP-001,2026-06-24T00:00:00.000Z,3.5,48,true,loc-3pl-nj,false
tmp-00086,SHP-001,2026-06-24T03:00:00.000Z,6.1,50,true,loc-3pl-nj,false
tmp-00087,SHP-001,2026-06-24T06:00:00.000Z,5.1,41,true,loc-3pl-nj,false
tmp-00088,SHP-001,2026-06-24T09:00:00.000Z,5,49,true,loc-3pl-nj,false
tmp-00089,SHP-001,2026-06-24T12:00:00.000Z,3.9,44,true,loc-3pl-nj,false
tmp-00090,SHP-001,2026-06-24T15:00:00.000Z,6.6,52,true,loc-3pl-nj,false
tmp-00091,SHP-001,2026-06-24T18:00:00.000Z,5.1,42,true,loc-dc-nj,false
tmp-00092,SHP-001,2026-06-24T21:00:00.000Z,5,46,true,loc-dc-nj,false
tmp-00093,SHP-001,2026-06-25T00:00:00.000Z,5.8,45,true,loc-dc-nj,false
tmp-00094,SHP-001,2026-06-25T03:00:00.000Z,4.7,53,true,loc-dc-nj,false
tmp-00095,SHP-001,2026-06-25T06:00:00.000Z,5.8,38,true,loc-dc-nj,false
tmp-00096,SHP-001,2026-06-25T09:00:00.000Z,5.7,51,true,loc-dc-nj,false
tmp-00097,SHP-001,2026-06-25T12:00:00.000Z,5.7,45,true,loc-dc-nj,false
tmp-00098,SHP-002,2026-05-23T12:00:00.000Z,3.6,41,true,loc-port-hamburg,false
tmp-00099,SHP-002,2026-05-23T15:00:00.000Z,6.2,47,true,loc-port-hamburg,false
tmp-00100,SHP-002,2026-05-23T18:00:00.000Z,4.3,52,true,loc-port-hamburg,false
tmp-00101,SHP-002,2026-05-23T21:00:00.000Z,5.2,40,true,loc-port-hamburg,false
tmp-00102,SHP-002,2026-05-24T00:00:00.000Z,4.1,38,true,loc-port-hamburg,false
tmp-00103,SHP-002,2026-05-24T03:00:00.000Z,4.5,40,true,loc-port-hamburg,false
tmp-00104,SHP-002,2026-05-24T06:00:00.000Z,6.4,50,true,loc-port-hamburg,false
tmp-00105,SHP-002,2026-05-24T09:00:00.000Z,6.2,51,true,loc-port-hamburg,false
tmp-00106,SHP-002,2026-05-24T12:00:00.000Z,5.1,52,true,loc-port-hamburg,false
tmp-00107,SHP-002,2026-05-24T15:00:00.000Z,4.4,45,true,loc-port-hamburg,false
tmp-00108,SHP-002,2026-05-24T18:00:00.000Z,3.9,40,true,loc-port-hamburg,false
tmp-00109,SHP-002,2026-05-24T21:00:00.000Z,5.6,46,true,loc-port-hamburg,false
tmp-00110,SHP-002,2026-05-25T00:00:00.000Z,3.8,41,true,loc-port-hamburg,false
tmp-00111,SHP-002,2026-05-25T03:00:00.000Z,4.8,59,true,loc-port-hamburg,false
tmp-00112,SHP-002,2026-05-25T06:00:00.000Z,5.1,48,true,loc-port-hamburg,false
tmp-00113,SHP-002,2026-05-25T09:00:00.000Z,4.7,41,true,loc-port-hamburg,false
tmp-00114,SHP-002,2026-05-25T12:00:00.000Z,6.2,50,true,loc-port-hamburg,false
tmp-00115,SHP-002,2026-05-25T15:00:00.000Z,6.1,50,false,loc-port-hamburg,false
tmp-00116,SHP-002,2026-05-25T18:00:00.000Z,4.7,46,true,loc-port-hamburg,false
tmp-00117,SHP-002,2026-05-25T21:00:00.000Z,4.6,44,true,loc-port-hamburg,false
tmp-00118,SHP-002,2026-05-26T00:00:00.000Z,4.4,45,true,loc-port-hamburg,false
tmp-00119,SHP-002,2026-05-26T03:00:00.000Z,5.6,28,true,loc-port-hamburg,false
tmp-00120,SHP-002,2026-05-26T06:00:00.000Z,3.1,47,true,loc-port-hamburg,false
tmp-00121,SHP-002,2026-05-26T09:00:00.000Z,5.2,46,true,loc-port-hamburg,false
tmp-00122,SHP-002,2026-05-26T12:00:00.000Z,7.4,38,true,loc-port-hamburg,false
tmp-00123,SHP-002,2026-05-26T15:00:00.000Z,5.5,50,true,loc-port-hamburg,false
tmp-00124,SHP-002,2026-05-26T18:00:00.000Z,4.5,46,true,loc-port-hamburg,false
tmp-00125,SHP-002,2026-05-26T21:00:00.000Z,5.8,49,true,loc-port-hamburg,false
tmp-00126,SHP-002,2026-05-27T00:00:00.000Z,5.2,50,true,loc-port-hamburg,false
tmp-00127,SHP-002,2026-05-27T03:00:00.000Z,3.9,52,true,loc-port-hamburg,false
tmp-00128,SHP-002,2026-05-27T06:00:00.000Z,5.1,41,true,loc-port-hamburg,false
tmp-00129,SHP-002,2026-05-27T09:00:00.000Z,4.4,43,true,loc-port-hamburg,false
tmp-00130,SHP-002,2026-05-27T12:00:00.000Z,4.6,48,true,loc-port-hamburg,false
tmp-00131,SHP-002,2026-05-27T15:00:00.000Z,5.3,49,true,loc-port-hamburg,false
tmp-00132,SHP-002,2026-05-27T18:00:00.000Z,5.2,47,true,loc-port-hamburg,false
tmp-00133,SHP-002,2026-05-27T21:00:00.000Z,5.3,44,true,loc-port-hamburg,false
tmp-00134,SHP-002,2026-05-28T00:00:00.000Z,7,45,true,loc-port-hamburg,false
tmp-00135,SHP-002,2026-05-28T03:00:00.000Z,6.5,57,true,loc-port-hamburg,false
tmp-00136,SHP-002,2026-05-28T06:00:00.000Z,4,55,true,loc-port-hamburg,false
tmp-00137,SHP-002,2026-05-28T09:00:00.000Z,4.3,47,true,loc-port-hamburg,false
tmp-00138,SHP-002,2026-05-28T12:00:00.000Z,4.3,47,true,loc-port-hamburg,false
tmp-00139,SHP-002,2026-05-28T15:00:00.000Z,4.3,42,true,loc-port-hamburg,false
tmp-00140,SHP-002,2026-05-28T18:00:00.000Z,4.7,42,true,loc-port-hamburg,false
tmp-00141,SHP-002,2026-05-28T21:00:00.000Z,6.4,58,true,loc-port-hamburg,false
tmp-00142,SHP-002,2026-05-29T00:00:00.000Z,4.4,44,true,loc-port-hamburg,false
tmp-00143,SHP-002,2026-05-29T03:00:00.000Z,5.5,54,true,loc-port-hamburg,false
tmp-00144,SHP-002,2026-05-29T06:00:00.000Z,5.5,34,true,loc-port-hamburg,false
tmp-00145,SHP-002,2026-05-29T09:00:00.000Z,5,38,true,loc-port-hamburg,false
tmp-00146,SHP-002,2026-05-29T12:00:00.000Z,4.4,43,true,loc-port-hamburg,false
tmp-00147,SHP-002,2026-05-29T15:00:00.000Z,4.1,43,true,loc-port-hamburg,false
tmp-00148,SHP-002,2026-05-29T18:00:00.000Z,6,44,true,loc-port-hamburg,false
tmp-00149,SHP-002,2026-05-29T21:00:00.000Z,4.5,41,true,loc-port-hamburg,false
tmp-00150,SHP-002,2026-05-30T00:00:00.000Z,3.9,45,true,loc-port-hamburg,false
tmp-00151,SHP-002,2026-05-30T03:00:00.000Z,6.5,41,true,loc-port-newark,false
tmp-00152,SHP-002,2026-05-30T06:00:00.000Z,4.5,52,true,loc-port-newark,false
tmp-00153,SHP-002,2026-05-30T09:00:00.000Z,5.7,52,true,loc-port-newark,false
tmp-00154,SHP-002,2026-05-30T12:00:00.000Z,5.7,46,true,loc-port-newark,false
tmp-00155,SHP-002,2026-05-30T15:00:00.000Z,4.7,39,true,loc-port-newark,false
tmp-00156,SHP-002,2026-05-30T18:00:00.000Z,4,43,true,loc-port-newark,false
tmp-00157,SHP-002,2026-05-30T21:00:00.000Z,6.2,52,true,loc-port-newark,false
tmp-00158,SHP-002,2026-05-31T00:00:00.000Z,5.2,46,true,loc-port-newark,false
tmp-00159,SHP-002,2026-05-31T03:00:00.000Z,7.1,43,true,loc-port-newark,false
tmp-00160,SHP-002,2026-05-31T06:00:00.000Z,5.2,44,true,loc-port-newark,false
tmp-00161,SHP-002,2026-05-31T09:00:00.000Z,5.1,44,true,loc-port-newark,false
tmp-00162,SHP-002,2026-05-31T12:00:00.000Z,5,38,true,loc-port-newark,false
tmp-00163,SHP-002,2026-05-31T15:00:00.000Z,6.1,46,true,loc-port-newark,false
tmp-00164,SHP-002,2026-05-31T18:00:00.000Z,4.4,52,true,loc-port-newark,false
tmp-00165,SHP-002,2026-05-31T21:00:00.000Z,4.9,57,true,loc-port-newark,false
tmp-00166,SHP-002,2026-06-01T00:00:00.000Z,5.3,50,true,loc-port-newark,false
tmp-00167,SHP-002,2026-06-01T03:00:00.000Z,5.1,45,true,loc-port-newark,false
tmp-00168,SHP-002,2026-06-01T06:00:00.000Z,4.4,38,true,loc-port-newark,false
tmp-00169,SHP-002,2026-06-01T09:00:00.000Z,5.9,40,true,loc-port-newark,false
tmp-00170,SHP-002,2026-06-01T12:00:00.000Z,4.6,47,true,loc-port-newark,false
tmp-00171,SHP-002,2026-06-01T15:00:00.000Z,5.3,51,false,loc-port-newark,false
tmp-00172,SHP-002,2026-06-01T18:00:00.000Z,6.4,41,true,loc-port-newark,false
tmp-00173,SHP-002,2026-06-01T21:00:00.000Z,5.1,35,true,loc-port-newark,false
tmp-00174,SHP-002,2026-06-02T00:00:00.000Z,5.3,43,true,loc-port-newark,false
tmp-00175,SHP-002,2026-06-02T03:00:00.000Z,5.4,53,true,loc-port-newark,false
tmp-00176,SHP-002,2026-06-02T06:00:00.000Z,5.5,46,true,loc-port-newark,false
tmp-00177,SHP-002,2026-06-02T09:00:00.000Z,6.6,52,true,loc-port-newark,false
tmp-00178,SHP-002,2026-06-02T12:00:00.000Z,6,50,true,loc-port-newark,false
